language,gloss,form,ipa_tokens,cogid,cogid_source,savelyev_cogid,lexstat_cogid,conflict
Turkish,"turn, turn around",t͡ʃɛviɾmɛk,tʃ ɛ v i ɾ m ɛ k,,northeuralex,,,
Turkish,raise,kaldɯɾmak,k a l d ɯ ɾ m a k,,northeuralex,,,
Turkish,lift,jukaɾɯ_kaldɯɾmak,j u k a ɾ ɯ + k a l d ɯ ɾ m a k,,northeuralex,,,
Turkish,seize,tutmak,t u t m a k,,northeuralex,,,
Turkish,seize,jakalamak,j a k a l a m a k,,northeuralex,,,
Turkish,hold,tutmak,t u t m a k,,northeuralex,,,
Turkish,press,sɯkmak,s ɯ k m a k,,northeuralex,,,
Turkish,push,itmɛk,i t m ɛ k,,northeuralex,,,
Turkish,push,syɾmɛk,s y ɾ m ɛ k,,northeuralex,,,
Turkish,scrape,kaʃɯmak,k a ʃ ɯ m a k,,northeuralex,,,
Turkish,lick,jalamak,j a l a m a k,,northeuralex,,,
Turkish,bite,ɯsɯɾmak,ɯ s ɯ ɾ m a k,,northeuralex,,,
Turkish,tear off,kopaɾmak,k o p a ɾ m a k,,northeuralex,,,
Turkish,cut off,kɛsɛɾɛk_ajɯɾmak,k ɛ s ɛ ɾ ɛ k + a j ɯ ɾ m a k,,northeuralex,,,
Turkish,tie,baːlamak,b aː l a m a k,,northeuralex,,,
Turkish,stick,sokmak,s o k m a k,,northeuralex,,,
Turkish,break,kɯɾmak,k ɯ ɾ m a k,,northeuralex,,,
Turkish,knock,t͡ʃalmak,tʃ a l m a k,,northeuralex,,,
Turkish,hit,vuɾmak,v u ɾ m a k,,northeuralex,,,
Turkish,glue,japɯʃtɯɾmak,j a p ɯ ʃ t ɯ ɾ m a k,,northeuralex,,,
Turkish,rub,ovmak,o v m a k,,northeuralex,,,
Turkish,rub,syɾtmɛk,s y ɾ t m ɛ k,,northeuralex,,,
Turkish,spread,syɾmɛk,s y ɾ m ɛ k,,northeuralex,,,
Turkish,sharpen,bilɛmɛk,b i l ɛ m ɛ k,,northeuralex,,,
Turkish,cut,kɛsmɛk,k ɛ s m ɛ k,,northeuralex,,,
Turkish,jog,salːamak,s a lː a m a k,,northeuralex,,,
Turkish,shake,saɾsmak,s a ɾ s m a k,,northeuralex,,,
Turkish,shake,t͡ʃalkamak,tʃ a l k a m a k,,northeuralex,,,
Turkish,swing,salːamak,s a lː a m a k,,northeuralex,,,
Turkish,pour,dœkmɛk,d œ k m ɛ k,,northeuralex,,,
Turkish,pour,akɯtmak,a k ɯ t m a k,,northeuralex,,,
Turkish,fill,dolduɾmak,d o l d u ɾ m a k,,northeuralex,,,
Turkish,wrap,saɾmak,s a ɾ m a k,,northeuralex,,,
Turkish,carry,taʃɯmak,t a ʃ ɯ m a k,,northeuralex,,,
Turkish,drag,syɾyklɛmɛk,s y ɾ y k l ɛ m ɛ k,,northeuralex,,,
Turkish,pull,t͡ʃɛkmɛk,tʃ ɛ k m ɛ k,,northeuralex,,,
Turkish,keep,saklamak,s a k l a m a k,,northeuralex,,,
Turkish,throw,atmak,a t m a k,,northeuralex,,,
Turkish,catch,tutmak,t u t m a k,,northeuralex,,,
Turkish,catch,jakalamak,j a k a l a m a k,,northeuralex,,,
Turkish,grab,tutmak,t u t m a k,,northeuralex,,,
Turkish,grab,jakalamak,j a k a l a m a k,,northeuralex,,,
Turkish,hide,saklamak,s a k l a m a k,,northeuralex,,,
Turkish,divide,bœlmɛk,b œ l m ɛ k,,northeuralex,,,
Turkish,divide,ajɯɾmak,a j ɯ ɾ m a k,,northeuralex,,,
Turkish,send,jolːamak,j o lː a m a k,,northeuralex,,,
Turkish,send,ɡœndɛɾmɛk,g œ n d ɛ ɾ m ɛ k,,northeuralex,,,
Turkish,bring,ɡɛtiɾmɛk,g ɛ t i ɾ m ɛ k,,northeuralex,,,
Turkish,add,katmak,k a t m a k,,northeuralex,,,
Turkish,add,ɛklɛmɛk,ɛ k l ɛ m ɛ k,,northeuralex,,,
Turkish,get,almak,a l m a k,,northeuralex,,,
Turkish,get,ɛlinɛ_ɡɛt͡ʃmɛk,ɛ l i n ɛ + g ɛ tʃ m ɛ k,,northeuralex,,,
Turkish,receive,almak,a l m a k,,northeuralex,,,
Turkish,take,almak,a l m a k,,northeuralex,,,
Turkish,choose,sɛt͡ʃmɛk,s ɛ tʃ m ɛ k,,northeuralex,,,
Turkish,select,sɛt͡ʃmɛk,s ɛ tʃ m ɛ k,,northeuralex,,,
Turkish,select,ajɯɾmak,a j ɯ ɾ m a k,,northeuralex,,,
Turkish,preserve,koɾumak,k o ɾ u m a k,,northeuralex,,,
Turkish,hinder,ɛnɡɛlːɛmɛk,ɛ n g ɛ lː ɛ m ɛ k,,northeuralex,,,
Turkish,spoil,bozmak,b o z m a k,,northeuralex,,,
Turkish,damage,zɛdɛlɛmɛk,z ɛ d ɛ l ɛ m ɛ k,,northeuralex,,,
Turkish,damage,zijan_vɛɾmɛk,z i j a n + v ɛ ɾ m ɛ k,,northeuralex,,,
Turkish,break,kɯɾmak,k ɯ ɾ m a k,,northeuralex,,,
Turkish,tear,jɯɾtmak,j ɯ ɾ t m a k,,northeuralex,,,
Turkish,destroy,jɯkmak,j ɯ k m a k,,northeuralex,,,
Turkish,destroy,tahɾip_ɛtmɛk,t a h ɾ i p + ɛ t m ɛ k,,northeuralex,,,
Turkish,burn,jakmak,j a k m a k,,northeuralex,,,
Turkish,give,vɛɾmɛk,v ɛ ɾ m ɛ k,,northeuralex,,,
Turkish,hand,uzatmak,u z a t m a k,,northeuralex,,,
Turkish,give,hɛdijɛ_ɛtmɛk,h ɛ d i j ɛ + ɛ t m ɛ k,,northeuralex,,,
Turkish,promise,vaːt_ɛtmɛk,v aː t + ɛ t m ɛ k,,northeuralex,,,
Turkish,wish,kutlamak,k u t l a m a k,,northeuralex,,,
Turkish,praise,œvmɛk,œ v m ɛ k,,northeuralex,,,
Turkish,kiss,œpmɛk,œ p m ɛ k,,northeuralex,,,
Turkish,rock,salːamak,s a lː a m a k,,northeuralex,,,
Turkish,cover,œɾtmɛk,œ ɾ t m ɛ k,,northeuralex,,,
Turkish,wake,ujandɯɾmak,u j a n d ɯ ɾ m a k,,northeuralex,,,
Turkish,show,ɡœstɛɾmɛk,g œ s t ɛ ɾ m ɛ k,,northeuralex,,,
Turkish,guide,ɡɛzdiɾmɛk,g ɛ z d i ɾ m ɛ k,,northeuralex,,,
Turkish,guide,jol_ɡœstɛɾmɛk,j o l + g œ s t ɛ ɾ m ɛ k,,northeuralex,,,
Turkish,teach,okutmak,o k u t m a k,,northeuralex,,,
Turkish,teach,œjɾɛtmɛk,œ j ɾ ɛ t m ɛ k,,northeuralex,,,
Turkish,instruct,œjɾɛtmɛk,œ j ɾ ɛ t m ɛ k,,northeuralex,,,
Turkish,bring up,jɛtiʃtiɾmɛk,j ɛ t i ʃ t i ɾ m ɛ k,,northeuralex,,,
Turkish,lead,jœnɛtmɛk,j œ n ɛ t m ɛ k,,northeuralex,,,
Turkish,lead,idaɾɛ_ɛtmɛk,i d a ɾ ɛ + ɛ t m ɛ k,,northeuralex,,,
Turkish,urge,tɛʃvik_ɛtmɛk,t ɛ ʃ v i k + ɛ t m ɛ k,,northeuralex,,,
Turkish,let,tɯɾmak,t ɯ ɾ m a k,,northeuralex,,,
Turkish,invite,davɛt_ɛtmɛk,d a v ɛ t + ɛ t m ɛ k,,northeuralex,,,
Turkish,unite,biɾlɛʃtiɾmɛk,b i ɾ l ɛ ʃ t i ɾ m ɛ k,,northeuralex,,,
Turkish,visit,uːɾamak,uː ɾ a m a k,,northeuralex,,,
Turkish,visit,zijaɾɛt_ɛtmɛk,z i j a ɾ ɛ t + ɛ t m ɛ k,,northeuralex,,,
Turkish,visit,ɡœɾmɛjɛ_ɡitmɛk,g œ ɾ m ɛ j ɛ + g i t m ɛ k,,northeuralex,,,
Turkish,meet,ɾastlamak,ɾ a s t l a m a k,,northeuralex,,,
Turkish,meet,isabɛt_ɛtmɛk,i s a b ɛ t + ɛ t m ɛ k,,northeuralex,,,
Turkish,assemble,toplanmak,t o p l a n m a k,,northeuralex,,,
Turkish,play,ojnamak,o j n a m a k,,northeuralex,,,
Turkish,sing,sœjlɛmɛk,s œ j l ɛ m ɛ k,,northeuralex,,,
Turkish,sing,ʃaɾkɯ_sœjlɛmɛk,ʃ a ɾ k ɯ + s œ j l ɛ m ɛ k,,northeuralex,,,
Turkish,dance,ojnamak,o j n a m a k,,northeuralex,,,
Turkish,dance,dans_ɛtmɛk,d a n s + ɛ t m ɛ k,,northeuralex,,,
Turkish,separate,ajɾɯlmak,a j ɾ ɯ l m a k,,northeuralex,,,
Turkish,leave,bɯɾakmak,b ɯ ɾ a k m a k,,northeuralex,,,
Turkish,leave,tɛɾk_ɛtmɛk,t ɛ ɾ k + ɛ t m ɛ k,,northeuralex,,,
Turkish,rescue,kuɾtaɾmak,k u ɾ t a ɾ m a k,,northeuralex,,,
Turkish,guard,ɡœzɛtmɛk,g œ z ɛ t m ɛ k,,northeuralex,,,
Turkish,protect,koɾumak,k o ɾ u m a k,,northeuralex,,,
Turkish,defend,savunmak,s a v u n m a k,,northeuralex,,,
Turkish,brawl,dœvyʃmɛk,d œ v y ʃ m ɛ k,,northeuralex,,,
Turkish,shoot,atɛʃ_ɛtmɛk,a t ɛ ʃ + ɛ t m ɛ k,,northeuralex,,,
Turkish,win,jɛnmɛk,j ɛ n m ɛ k,,northeuralex,,,
Turkish,annoy,kɯzdɯɾmak,k ɯ z d ɯ ɾ m a k,,northeuralex,,,
Turkish,beat,dœvmɛk,d œ v m ɛ k,,northeuralex,,,
Turkish,kick,tɛpmɛk,t ɛ p m ɛ k,,northeuralex,,,
Turkish,sting,sokmak,s o k m a k,,northeuralex,,,
Turkish,sting,batɯɾmak,b a t ɯ ɾ m a k,,northeuralex,,,
Turkish,shove,itmɛk,i t m ɛ k,,northeuralex,,,
Turkish,steal,t͡ʃalmak,tʃ a l m a k,,northeuralex,,,
Turkish,disturb,bozmak,b o z m a k,,northeuralex,,,
Turkish,disturb,ɛtkilɛmɛk,ɛ t k i l ɛ m ɛ k,,northeuralex,,,
Turkish,bother,ɾahatsɯz_ɛtmɛk,ɾ a h a t s ɯ z + ɛ t m ɛ k,,northeuralex,,,
Turkish,conceal,saklamak,s a k l a m a k,,northeuralex,,,
Turkish,deceive,aldatmak,a l d a t m a k,,northeuralex,,,
Turkish,cheat,aldatmak,a l d a t m a k,,northeuralex,,,
Turkish,cheat,dolandɯɾmak,d o l a n d ɯ ɾ m a k,,northeuralex,,,
Turkish,kill,œldyɾmɛk,œ l d y ɾ m ɛ k,,northeuralex,,,
Turkish,dwell,otuɾmak,o t u ɾ m a k,,northeuralex,,,
Turkish,work,t͡ʃalɯʃmak,tʃ a l ɯ ʃ m a k,,northeuralex,,,
Turkish,gather,toplamak,t o p l a m a k,,northeuralex,,,
Turkish,pick,kopaɾmak,k o p a ɾ m a k,,northeuralex,,,
Turkish,hunt,avlanmak,a v l a n m a k,,northeuralex,,,
Turkish,catch,tutmak,t u t m a k,,northeuralex,,,
Turkish,catch,jakalamak,j a k a l a m a k,,northeuralex,,,
Turkish,herd,otlatmak,o t l a t m a k,,northeuralex,,,
Turkish,drive,ɡytmɛk,g y t m ɛ k,,northeuralex,,,
Turkish,tie up,baːlamak,b aː l a m a k,,northeuralex,,,
Turkish,feed,bɛslɛmɛk,b ɛ s l ɛ m ɛ k,,northeuralex,,,
Turkish,milk,saːmak,s aː m a k,,northeuralex,,,
Turkish,chop,jaɾmak,j a ɾ m a k,,northeuralex,,,
Turkish,water,sulamak,s u l a m a k,,northeuralex,,,
Turkish,ripen,olɡunlaʃmak,o l g u n l a ʃ m a k,,northeuralex,,,
Turkish,cook,hazɯɾlamak,h a z ɯ ɾ l a m a k,,northeuralex,,,
Turkish,boil,piʃiɾmɛk,p i ʃ i ɾ m ɛ k,,northeuralex,,,
Turkish,boil,kajnatmak,k a j n a t m a k,,northeuralex,,,
Turkish,bake,piʃiɾmɛk,p i ʃ i ɾ m ɛ k,,northeuralex,,,
Turkish,bake,fɯɾɯnda_piʃiɾmɛk,f ɯ ɾ ɯ n d a + p i ʃ i ɾ m ɛ k,,northeuralex,,,
Turkish,fry,kɯzaɾtmak,k ɯ z a ɾ t m a k,,northeuralex,,,
Turkish,stir,kaɾɯʃtɯɾmak,k a ɾ ɯ ʃ t ɯ ɾ m a k,,northeuralex,,,
Turkish,knit,œɾmɛk,œ ɾ m ɛ k,,northeuralex,,,
Turkish,sew,dikmɛk,d i k m ɛ k,,northeuralex,,,
Turkish,dye,bojamak,b o j a m a k,,northeuralex,,,
Turkish,clean,tɛmizlɛmɛk,t ɛ m i z l ɛ m ɛ k,,northeuralex,,,
Turkish,wash,jɯkamak,j ɯ k a m a k,,northeuralex,,,
Turkish,wipe,silmɛk,s i l m ɛ k,,northeuralex,,,
Turkish,rinse,t͡ʃalkamak,tʃ a l k a m a k,,northeuralex,,,
Turkish,sweep,sypyɾmɛk,s y p y ɾ m ɛ k,,northeuralex,,,
Turkish,sweep,sypyɾmɛk,s y p y ɾ m ɛ k,,northeuralex,,,
Turkish,bath,jɯkanmak,j ɯ k a n m a k,,northeuralex,,,
Turkish,bath,banjo_japmak,b a n j o + j a p m a k,,northeuralex,,,
Turkish,wash,jɯkanmak,j ɯ k a n m a k,,northeuralex,,,
Turkish,take off,t͡ʃɯkaɾmak,tʃ ɯ k a ɾ m a k,,northeuralex,,,
Turkish,put on,ɡijmɛk,g i j m ɛ k,,northeuralex,,,
Turkish,get dressed,ɡijinmɛk,g i j i n m ɛ k,,northeuralex,,,
Turkish,comb,taɾamak,t a ɾ a m a k,,northeuralex,,,
Turkish,decorate,syslɛmɛk,s y s l ɛ m ɛ k,,northeuralex,,,
Turkish,say,dɛmɛk,d ɛ m ɛ k,,northeuralex,,,
Turkish,say,sœjlɛmɛk,s œ j l ɛ m ɛ k,,northeuralex,,,
Turkish,speak,konuʃmak,k o n u ʃ m a k,,northeuralex,,,
Turkish,talk,konuʃmak,k o n u ʃ m a k,,northeuralex,,,
Turkish,chat,sohbɛt_ɛtmɛk,s o h b ɛ t + ɛ t m ɛ k,,northeuralex,,,
Turkish,ask,soɾmak,s o ɾ m a k,,northeuralex,,,
Turkish,request,dilɛmɛk,d i l ɛ m ɛ k,,northeuralex,,,
Turkish,request,ɾid͡ʒa_ɛtmɛk,ɾ i dʒ a + ɛ t m ɛ k,,northeuralex,,,
Turkish,tell,bahsɛtmɛk,b a h s ɛ t m ɛ k,,northeuralex,,,
Turkish,tell,hikaːjɛ_ɛtmɛk,h i k aː j ɛ + ɛ t m ɛ k,,northeuralex,,,
Turkish,convey,bildiɾmɛk,b i l d i ɾ m ɛ k,,northeuralex,,,
Turkish,name,adlandɯɾmak,a d l a n d ɯ ɾ m a k,,northeuralex,,,
Turkish,call,t͡ʃaːɯɾmak,tʃ aː ɯ ɾ m a k,,northeuralex,,,
Turkish,brag,œvynmɛk,œ v y n m ɛ k,,northeuralex,,,
Turkish,translate,t͡ʃɛviɾmɛk,tʃ ɛ v i ɾ m ɛ k,,northeuralex,,,
Turkish,translate,tɛɾd͡ʒymɛ_ɛtmɛk,t ɛ ɾ dʒ y m ɛ + ɛ t m ɛ k,,northeuralex,,,
Turkish,think,dyʃynmɛk,d y ʃ y n m ɛ k,,northeuralex,,,
Turkish,believe,inanmak,i n a n m a k,,northeuralex,,,
Turkish,believe,zanːɛtmɛk,z a nː ɛ t m ɛ k,,northeuralex,,,
Turkish,notice,faɾkɯna_vaɾmak,f a ɾ k ɯ n a + v a ɾ m a k,,northeuralex,,,
Turkish,recognize,tanɯmak,t a n ɯ m a k,,northeuralex,,,
Turkish,grasp,anlamak,a n l a m a k,,northeuralex,,,
Turkish,grasp,kavɾamak,k a v ɾ a m a k,,northeuralex,,,
Turkish,understand,dujmak,d u j m a k,,northeuralex,,,
Turkish,understand,anlamak,a n l a m a k,,northeuralex,,,
Turkish,learn,œjɾɛnmɛk,œ j ɾ ɛ n m ɛ k,,northeuralex,,,
Turkish,know,bilmɛk,b i l m ɛ k,,northeuralex,,,
Turkish,remember,hatɯɾlamak,h a t ɯ ɾ l a m a k,,northeuralex,,,
Turkish,forget,unutmak,u n u t m a k,,northeuralex,,,
Turkish,measure,œlt͡ʃmɛk,œ l tʃ m ɛ k,,northeuralex,,,
Turkish,count,sajmak,s a j m a k,,northeuralex,,,
Turkish,calculate,hɛsap_ɛtmɛk,h ɛ s a p + ɛ t m ɛ k,,northeuralex,,,
Turkish,read,okumak,o k u m a k,,northeuralex,,,
Turkish,paint,ɾɛsmini_japmak,ɾ ɛ s m i n i + j a p m a k,,northeuralex,,,
Turkish,draw,t͡ʃizmɛk,tʃ i z m ɛ k,,northeuralex,,,
Turkish,write,jazmak,j a z m a k,,northeuralex,,,
Turkish,own,haiz_olmak,h a i z + o l m a k,,northeuralex,,,
Turkish,own,sahip_olmak,s a h i p + o l m a k,,northeuralex,,,
Turkish,buy,almak,a l m a k,,northeuralex,,,
Turkish,sell,satmak,s a t m a k,,northeuralex,,,
Turkish,pay for,œdɛmɛk,œ d ɛ m ɛ k,,northeuralex,,,
Turkish,pay,œdɛmɛk,œ d ɛ m ɛ k,,northeuralex,,,
Turkish,rule,haːkim_olmak,h aː k i m + o l m a k,,northeuralex,,,
Turkish,endure,dajanmak,d a j a n m a k,,northeuralex,,,
Turkish,endure,katlanmak,k a t l a n m a k,,northeuralex,,,
Azerbaijani,nose,burun,b u r u n,,northeuralex,,,
Azerbaijani,mouth,ɑɣɯz,ɑ ɣ ɯ z,,northeuralex,,,
Azerbaijani,tooth,dɪʃ,d ɪ ʃ,,northeuralex,,,
Azerbaijani,tongue,dɪl,d ɪ l,,northeuralex,,,
Azerbaijani,lip,dɔdɑɡ,d ɔ d ɑ g,,northeuralex,,,
Azerbaijani,cheek,jɑnɑɡ,j ɑ n ɑ g,,northeuralex,,,
Azerbaijani,face,yz,y z,,northeuralex,,,
Azerbaijani,forehead,ɑlɯn,ɑ l ɯ n,,northeuralex,,,
Azerbaijani,moustache,bɯɣ,b ɯ ɣ,,northeuralex,,,
Azerbaijani,beard,sɑɡːɑl,s ɑ gː ɑ l,,northeuralex,,,
Azerbaijani,chin,t͡ʃænæ,tʃ æ n æ,,northeuralex,,,
Azerbaijani,jaw,t͡ʃænæ,tʃ æ n æ,,northeuralex,,,
Azerbaijani,throat,bɔɣɑz,b ɔ ɣ ɑ z,,northeuralex,,,
Azerbaijani,neck,bɔjun,b ɔ j u n,,northeuralex,,,
Azerbaijani,nape,ænsæ,æ n s æ,,northeuralex,,,
Azerbaijani,back,bɛl,b ɛ l,,northeuralex,,,
Azerbaijani,belly,ɡɑrɯn,g ɑ r ɯ n,,northeuralex,,,
Azerbaijani,navel,ɟœbæk,ɟ œ b æ k,,northeuralex,,,
Azerbaijani,bosom,mæmæ,m æ m æ,,northeuralex,,,
Azerbaijani,breast,dœʃ,d œ ʃ,,northeuralex,,,
Azerbaijani,shoulder,t͡ʃɪjɪn,tʃ ɪ j ɪ n,,northeuralex,,,
Azerbaijani,arm,ɡɔl,g ɔ l,,northeuralex,,,
Azerbaijani,elbow,dɪrsæk,d ɪ r s æ k,,northeuralex,,,
Azerbaijani,hand,æl,æ l,,northeuralex,,,
Azerbaijani,palm,ɔvud͡ʒ,ɔ v u dʒ,,northeuralex,,,
Azerbaijani,finger,bɑrmɑɡ,b ɑ r m ɑ g,,northeuralex,,,
Azerbaijani,fingernail,bɑrmɑɡ_dɯrnɑɣɯ,b ɑ r m ɑ g + d ɯ r n ɑ ɣ ɯ,,northeuralex,,,
Azerbaijani,nail,dɯrnɑk,d ɯ r n ɑ k,,northeuralex,,,
Azerbaijani,toe,ɑjɑɡ_bɑrmɑɣɯ,ɑ j ɑ g + b ɑ r m ɑ ɣ ɯ,,northeuralex,,,
Azerbaijani,foot,ɑjɑɡ,ɑ j ɑ g,,northeuralex,,,
Azerbaijani,heel,dɑbɑn,d ɑ b ɑ n,,northeuralex,,,
Azerbaijani,knee,dɪz,d ɪ z,,northeuralex,,,
Azerbaijani,thigh,bud,b u d,,northeuralex,,,
Azerbaijani,leg,ɡɯt͡ʃ,g ɯ tʃ,,northeuralex,,,
Azerbaijani,body,ændɑm,æ n d ɑ m,,northeuralex,,,
Azerbaijani,vein,dɑmɑr,d ɑ m ɑ r,,northeuralex,,,
Azerbaijani,sinew,vætær,v æ t æ r,,northeuralex,,,
Azerbaijani,brain,bɛjɪn,b ɛ j ɪ n,,northeuralex,,,
Azerbaijani,heart,yræk,y r æ k,,northeuralex,,,
Azerbaijani,stomach,mædæ,m æ d æ,,northeuralex,,,
Azerbaijani,liver,ɡɑrɑ_d͡ʒɪjær,g ɑ r ɑ + dʒ ɪ j æ r,,northeuralex,,,
Azerbaijani,breath,næfæs,n æ f æ s,,northeuralex,,,
Azerbaijani,hunger,ɑd͡ʒlɯɡ,ɑ dʒ l ɯ g,,northeuralex,,,
Azerbaijani,tear,ɟœz_jɑʃɯ,ɟ œ z + j ɑ ʃ ɯ,,northeuralex,,,
Azerbaijani,flavour,tɑm,t ɑ m,,northeuralex,,,
Azerbaijani,flavour,læzːæt,l æ zː æ t,,northeuralex,,,
Azerbaijani,odour,ɡɔχu,g ɔ χ u,,northeuralex,,,
Azerbaijani,sleep,juχu,j u χ u,,northeuralex,,,
Azerbaijani,dream,rœjɑ,r œ j ɑ,,northeuralex,,,
Azerbaijani,sky,ɟœj,ɟ œ j,,northeuralex,,,
Azerbaijani,sky,sæmɑ,s æ m ɑ,,northeuralex,,,
Azerbaijani,sun,ɟynæʃ,ɟ y n æ ʃ,,northeuralex,,,
Azerbaijani,moon,ɑj,ɑ j,,northeuralex,,,
Azerbaijani,star,ulduz,u l d u z,,northeuralex,,,
Azerbaijani,air,hɑvɑ,h ɑ v ɑ,,northeuralex,,,
Azerbaijani,wind,jɛl,j ɛ l,,northeuralex,,,
Azerbaijani,wind,kylæk,k y l æ k,,northeuralex,,,
Azerbaijani,wave,dɑlɣɑ,d ɑ l ɣ ɑ,,northeuralex,,,
Azerbaijani,water,su,s u,,northeuralex,,,
Azerbaijani,stone,dɑʃ,d ɑ ʃ,,northeuralex,,,
Azerbaijani,ground,jɛr,j ɛ r,,northeuralex,,,
Azerbaijani,ground,zæmɪn,z æ m ɪ n,,northeuralex,,,
Azerbaijani,earth,jɛr_tɔrpɑɡ,j ɛ r + t ɔ r p ɑ g,,northeuralex,,,
Azerbaijani,dust,tɔz,t ɔ z,,northeuralex,,,
Azerbaijani,smoke,tysty,t y s t y,,northeuralex,,,
Azerbaijani,spark,ɡɯɣɯld͡ʒɯm,g ɯ ɣ ɯ l dʒ ɯ m,,northeuralex,,,
Azerbaijani,fire,ɔd,ɔ d,,northeuralex,,,
Azerbaijani,light,ɪʃɯɡ,ɪ ʃ ɯ g,,northeuralex,,,
Azerbaijani,shadow,kœlɟæ,k œ l ɟ æ,,northeuralex,,,
Azerbaijani,weather,hɑvɑ,h ɑ v ɑ,,northeuralex,,,
Azerbaijani,fog,dumɑn,d u m ɑ n,,northeuralex,,,
Azerbaijani,cloud,bulud,b u l u d,,northeuralex,,,
Azerbaijani,rain,jɑɣɯʃ,j ɑ ɣ ɯ ʃ,,northeuralex,,,
Azerbaijani,rain,jɑɣmur,j ɑ ɣ m u r,,northeuralex,,,
Azerbaijani,snow,ɡɑr,g ɑ r,,northeuralex,,,
Azerbaijani,ice,buz,b u z,,northeuralex,,,
Azerbaijani,frost,ɑjɑz,ɑ j ɑ z,,northeuralex,,,
Azerbaijani,chill,sɔjuɡ,s ɔ j u g,,northeuralex,,,
Azerbaijani,heat,d͡ʒɔʃɣunluɡ,dʒ ɔ ʃ ɣ u n l u g,,northeuralex,,,
Azerbaijani,hoarfrost,ɡɯrɔv,g ɯ r ɔ v,,northeuralex,,,
Azerbaijani,rainbow,ɟœj_ɡurʃɑɣɯ,ɟ œ j + g u r ʃ ɑ ɣ ɯ,,northeuralex,,,
Azerbaijani,thunder,ɟœj_ɟurultusu,ɟ œ j + ɟ u r u l t u s u,,northeuralex,,,
Azerbaijani,current,ɑχɯn,ɑ χ ɯ n,,northeuralex,,,
Azerbaijani,drop,dɑmd͡ʒɯ,d ɑ m dʒ ɯ,,northeuralex,,,
Azerbaijani,foam,kœpyk,k œ p y k,,northeuralex,,,
Azerbaijani,dirt,t͡ʃɑmɯr,tʃ ɑ m ɯ r,,northeuralex,,,
Azerbaijani,lake,ɟœl,ɟ œ l,,northeuralex,,,
Azerbaijani,swamp,bɑtɑɡlɯɡ,b ɑ t ɑ g l ɯ g,,northeuralex,,,
Azerbaijani,moor,bɑtɑɡlɯɡ,b ɑ t ɑ g l ɯ g,,northeuralex,,,
Azerbaijani,meadow,t͡ʃæmæn,tʃ æ m æ n,,northeuralex,,,
Azerbaijani,forest,mɛʃæ,m ɛ ʃ æ,,northeuralex,,,
Azerbaijani,hill,tæpæ,t æ p æ,,northeuralex,,,
Azerbaijani,elevation,tæpæ,t æ p æ,,northeuralex,,,
Azerbaijani,mountain,dɑɣ,d ɑ ɣ,,northeuralex,,,
Azerbaijani,summit,zɪrvæ,z ɪ r v æ,,northeuralex,,,
Azerbaijani,cave,mɑɣɑrɑ,m ɑ ɣ ɑ r ɑ,,northeuralex,,,
Azerbaijani,slope,jɑmɑd͡ʒ,j ɑ m ɑ dʒ,,northeuralex,,,
Azerbaijani,source,bulɑɡ,b u l ɑ g,,northeuralex,,,
Azerbaijani,brook,kɪt͡ʃɪk_t͡ʃɑj,k ɪ tʃ ɪ k + tʃ ɑ j,,northeuralex,,,
Azerbaijani,river,t͡ʃɑj,tʃ ɑ j,,northeuralex,,,
Azerbaijani,shore,kænɑr,k æ n ɑ r,,northeuralex,,,
Azerbaijani,coast,sɑhɪl,s ɑ h ɪ l,,northeuralex,,,
Azerbaijani,land,mɑtɛrɪk,m ɑ t ɛ r ɪ k,,northeuralex,,,
Azerbaijani,sea,dænɪz,d æ n ɪ z,,northeuralex,,,
Azerbaijani,"cove, bay",kœrfæz,k œ r f æ z,,northeuralex,,,
Azerbaijani,island,ɑdɑ,ɑ d ɑ,,northeuralex,,,
Azerbaijani,flower,t͡ʃɪt͡ʃæk,tʃ ɪ tʃ æ k,,northeuralex,,,
Azerbaijani,grass,ɔt,ɔ t,,northeuralex,,,
Azerbaijani,trunk,ɟœvdæ,ɟ œ v d æ,,northeuralex,,,
Azerbaijani,limb,ʃɑχ,ʃ ɑ χ,,northeuralex,,,
Azerbaijani,twig,budɑɡ,b u d ɑ g,,northeuralex,,,
Azerbaijani,birch,tɔzɑɣɑd͡ʒɯ,t ɔ z ɑ ɣ ɑ dʒ ɯ,,northeuralex,,,
Azerbaijani,pine,ʃɑm,ʃ ɑ m,,northeuralex,,,
Azerbaijani,willow,sœjyd,s œ j y d,,northeuralex,,,
Azerbaijani,fir,kyknɑr,k y k n ɑ r,,northeuralex,,,
Azerbaijani,fur,χæz,χ æ z,,northeuralex,,,
Azerbaijani,wing,ɡɑnɑd,g ɑ n ɑ d,,northeuralex,,,
Azerbaijani,claw,pænd͡ʒæ,p æ n dʒ æ,,northeuralex,,,
Azerbaijani,paw,dɯrnɑɡ,d ɯ r n ɑ g,,northeuralex,,,
Azerbaijani,nest,juvɑ,j u v ɑ,,northeuralex,,,
Azerbaijani,lair,juvɑ,j u v ɑ,,northeuralex,,,
Azerbaijani,animal,hɛjvɑn,h ɛ j v ɑ n,,northeuralex,,,
Azerbaijani,flock,syry,s y r y,,northeuralex,,,
Azerbaijani,cow,ɪnæk,ɪ n æ k,,northeuralex,,,
Azerbaijani,bull,œkyz,œ k y z,,northeuralex,,,
Azerbaijani,horse,ɑt,ɑ t,,northeuralex,,,
